anchor_id,anchor_name,product_id,product_title,product_url,product_category_value,previous_evidence_level,audited_connection_class,strict_match_eligible,audited_reason,evidence_text
official-fukuoka-guide-26798,후쿠오카 타워,4298416,"처음 후쿠오카를 방문하시는 분들을 위한 투어: 음식, 문화 그리고 역사 (B-0085)",https://experiences.myrealtrip.com/products/4298416,tour,tour_detail_confirmed,confirmed_scheduled_visit,true,공개 일정 또는 MCP 상세에서 고정 방문 코스로 직접 확인,전체 일정 · 코스1 · 14:30 후쿠오카 타워: 14:30 후쿠오카 타워
official-fukuoka-guide-26798,후쿠오카 타워,4614363,후쿠오카 출발: 이토시마 1일투어[영어 가이드],https://experiences.myrealtrip.com/products/4614363,tour,tour_detail_confirmed,confirmed_scheduled_visit,true,공개 일정 또는 MCP 상세에서 고정 방문 코스로 직접 확인,"전체 일정 · 코스1 · 16:40 ▼후쿠오카 타워 & 해변 공원(자유 시간, 입장료 별도): 16:40 ▼후쿠오카 타워 & 해변 공원(자유 시간, 입장료 별도)"
official-fukuoka-guide-26799,국영 우미노나카미치 해변공원,4157435,[후쿠오카/프라이빗] 일본 후쿠오카 근교 1일 프라이빗 투어 (FUK-1011),https://experiences.myrealtrip.com/products/4157435,tour,tour_detail_confirmed,confirmed_scheduled_visit,true,공개 일정 또는 MCP 상세에서 고정 방문 코스로 직접 확인,"전체 일정 · 코스1 · ◆ 우미노나카미치 해변 공원: ◆ 우미노나카미치 해변 공원 후쿠오카와 시카노시마를 연결하는 해상공원으로 후쿠오카 도심에서 매우 가까운 거리의 대형 리조트 지역입니다, 세계 제5위의 대형 공원공원을 목표로 조성한 공원인 만큼 면적 약 450ha의 규모가 광대합니다. 공원 안에는 자연의 멋을 그대로 살린 광장과 못, 대관람차, 동물의 숲, 들생의 숲, 수족관 마린월드, 수영장등 다양한 오락시설이 흩어져 있습니다. ☞ 이용 시간: 9:30 ~ 16:30(3-10월), 9:30 ~ 16:00(11-2월) 이용 요금: ￥410(어른), ￥80(초,중학생)"
official-fukuoka-guide-26799,국영 우미노나카미치 해변공원,4159277,[유후인/벳푸/후쿠오카 프라이빗] 일본 큐슈 2일 프라이빗 투어 (FUK-2020),https://experiences.myrealtrip.com/products/4159277,tour,tour_detail_confirmed,confirmed_scheduled_visit,true,공개 일정 또는 MCP 상세에서 고정 방문 코스로 직접 확인,"전체 일정 · 코스1 · ◆ 우미노나카미치 해변 공원: ◆ 우미노나카미치 해변 공원 후쿠오카와 시카노시마를 연결하는 해상공원으로 후쿠오카 도심에서 매우 가까운 거리의 대형 리조트 지역입니다, 세계 제5위의 대형 공원공원을 목표로 조성한 공원인 만큼 면적 약 450ha의 규모가 광대합니다. 공원 안에는 자연의 멋을 그대로 살린 광장과 못, 대관람차, 동물의 숲, 들생의 숲, 수족관 마린월드, 수영장등 다양한 오락시설이 흩어져 있습니다. ☞ 이용 시간: 9:30 ~ 16:30(3-10월), 9:30 ~ 16:00(11-2월) 이용 요금: ￥410(어른), ￥80(초,중학생)"
official-fukuoka-guide-26799,국영 우미노나카미치 해변공원,4159287,[후쿠오카/유후인/벳푸/구마모토 프라이빗] 일본 큐슈 3일 알찬 투어 (FUK-2030),https://experiences.myrealtrip.com/products/4159287,tour,tour_detail_confirmed,confirmed_scheduled_visit,true,공개 일정 또는 MCP 상세에서 고정 방문 코스로 직접 확인,"전체 일정 · 코스1 · ◆ 우미노나카미치 해변 공원: ◆ 우미노나카미치 해변 공원 후쿠오카와 시카노시마를 연결하는 해상공원으로 후쿠오카 도심에서 매우 가까운 거리의 대형 리조트 지역입니다, 세계 제5위의 대형 공원공원을 목표로 조성한 공원인 만큼 면적 약 450ha의 규모가 광대합니다. 공원 안에는 자연의 멋을 그대로 살린 광장과 못, 대관람차, 동물의 숲, 들생의 숲, 수족관 마린월드, 수영장등 다양한 오락시설이 흩어져 있습니다. ☞ 이용 시간: 9:30 ~ 16:30(3-10월), 9:30 ~ 16:00(11-2월) 이용 요금: ￥410(어른), ￥80(초,중학생)"
official-fukuoka-guide-26800,마린월드 우미노나카미치,4157435,[후쿠오카/프라이빗] 일본 후쿠오카 근교 1일 프라이빗 투어 (FUK-1011),https://experiences.myrealtrip.com/products/4157435,tour,tour_detail_confirmed,confirmed_scheduled_visit,true,공개 일정 또는 MCP 상세에서 고정 방문 코스로 직접 확인,"전체 일정 · 코스1 · ◆ 마린월드 우미노마카마치: ◆ 마린월드 우미노마카마치 1989년 4월 국영 우미노나카미치 해변공원의 문화 리조트 지역에 개관한 수족관으로 규슈에서 가장 큰 규모를 자랑 합니다, 아열대 수족, 온대걔 수족, 아한대 수족을 해류의 흐름에 따라 남에서 북으로 차례대로 전시 합니다. 특리 골고래와 물개의 쇼, 깜짝 놀랄정도로 큰 상어가 있는 파노라마 수조에서 진행되는 수중연기쇼, 고래와 해달 등 볼거리가 많아 아이들이 가장 좋아 합니다. ☞ 이용 시간: 9:30 ~ 17:30, 9:30 ~ 21:00(하계"
official-fukuoka-guide-26800,마린월드 우미노나카미치,4159277,[유후인/벳푸/후쿠오카 프라이빗] 일본 큐슈 2일 프라이빗 투어 (FUK-2020),https://experiences.myrealtrip.com/products/4159277,tour,tour_detail_confirmed,option_available,false,일정에 '(옵션) 마린월드'로 명시됨,"전체 일정 · 코스1 · ◆ (옵션) 마린월드: ◆ (옵션) 마린월드 1989년 4월 국영 우미노나카미치 해변공원의 문화 리조트 지역에 개관한 수족관으로 규슈에서 가장 큰 규모를 자랑 합니다, 아열대 수족, 온대걔 수족, 아한대 수족을 해류의 흐름에 따라 남에서 북으로 차례대로 전시 합니다."
official-fukuoka-guide-26800,마린월드 우미노나카미치,4159287,[후쿠오카/유후인/벳푸/구마모토 프라이빗] 일본 큐슈 3일 알찬 투어 (FUK-2030),https://experiences.myrealtrip.com/products/4159287,tour,tour_detail_confirmed,option_available,false,일정에 '(옵션) 마린월드'로 명시됨,"전체 일정 · 코스1 · ◆ (옵션)마린월드: ◆ (옵션)마린월드 1989년 4월 국영 우미노나카미치 해변공원의 문화 리조트 지역에 개관한 수족관으로 규슈에서 가장 큰 규모를 자랑 합니다, 아열대 수족, 온대걔 수족, 아한대 수족을 해류의 흐름에 따라 남에서 북으로 차례대로 전시 합니다. 특히 골고래와 물개의 쇼, 깜짝 놀랄정도로 큰 상어가 있는 파노라마 수조에서 진행되는 수중연기쇼, 고래와 해달 등 볼거리가 많아 아이들이 가장 좋아 합니다. ☞ 이용 시간: 9:30 ~ 17:30, 9:30 ~ 21:00(하계), 10:00"
official-fukuoka-guide-26825,오호리 공원,3509074,[큐슈] 2박3일 관광 온천 맛집 프라이빗 투어!,https://experiences.myrealtrip.com/products/3509074,tour,tour_detail_confirmed,confirmed_scheduled_visit,true,공개 일정 또는 MCP 상세에서 고정 방문 코스로 직접 확인,전체 일정 · 코스1 · [첫째날] 오호리공원 관광: [첫째날] 오호리공원 관광 후쿠오카성의 영주였던 쿠로다 나가마사가 후쿠오카 성을 축성할 당시 성을 보호할 목적으로 성벽 둘레에 판 구덩이 (오호리)라 하여 그 이름이 유래가 되어 지금의 오호리공원의 이름이 지어지게 되었습니다~ 1929년개장을 시작한 오호리 공원은 일본에서 손꼽히는 물의 공원으로 여름에는 불꽃놀이가 가장 볼만한 곳이며 시민 휴식터로서 널리 사랑받고 있는 곳입니다~
official-fukuoka-guide-26825,오호리 공원,3841906,"[당일] 눈과 입이 즐거운 식도락의 도시, 후쿠오카 시티투어 (비디오 가이드) #1+1",https://experiences.myrealtrip.com/products/3841906,tour,tour_detail_confirmed,mention_only,false,상세가 '여행 일정을 고려하여 방문 여부를 결정'하라고 명시함,"전체 일정 · 코스1 · 오호리 공원(大濠公園): 오호리 공원(大濠公園) 도심 속 오아시스 같은 한적한 공원이죠. 잔잔하고 큰 호수와 걷기 좋은 산책로를 걷다 보면, 여유를 느낄 수 있는 곳입니다. 공원의 규모가 커서 여행 일정을 고려하여 방문 여부를 결정해 주세요."
official-fukuoka-guide-26825,오호리 공원,4435009,후쿠오카 1일투어［오호리공원 일본정원&♡고야이섬♡(아이노시마 相島)&다자이후텐만구］,https://experiences.myrealtrip.com/products/4435009,tour,tour_detail_confirmed,parent_contained,false,직접 방문지는 오호리 공원 전체가 아니라 공원 내부의 일본정원으로 명시됨,상품 4435009: <h2>후쿠오카 대표적인 일본정원 그리고 냥집사 필견!! 세계적인 고양이의 낙원 과 &nbsp;학문 문화 예술 신 다자이후텐만구［오호리공원 일본정원 ♡고야이섬♡(아이노시마 相島)&...
official-fukuoka-guide-26898,후쿠오카 성터,3841906,"[당일] 눈과 입이 즐거운 식도락의 도시, 후쿠오카 시티투어 (비디오 가이드) #1+1",https://experiences.myrealtrip.com/products/3841906,tour,tour_detail_confirmed,confirmed_scheduled_visit,true,공개 일정 또는 MCP 상세에서 고정 방문 코스로 직접 확인,전체 일정 · 코스1 · 후쿠오카 성터: 후쿠오카 성터 이름에서 알 수 있듯이 성의 모습이 온전하지 않습니다. 그렇다고 해서 볼 게 없는 건 아니죠. 봄이면 벚꽃이 만개하는 '마이즈루 공원'에서 멋진 풍경을 즐겨보세요! 다음 코스로 이동하시는 길에 있는 후쿠오카의 번화가 '다이묘 거리'도 소개해 드리겠습니다. 그리고 후쿠오카 시에 있는 지역으로서 하카타를 인식하고 계실 텐데요. 과거에 후쿠오카와 하카타는 엄연히 다른 도시였습니다. 이 둘이 하나의 도시가 된 사연을 들려드릴게요!
official-fukuoka-guide-26898,후쿠오카 성터,5735236,큐슈 이토시마 비경: 천여사 & 토토로 숲 산책로 & 부부암 & 후쿠오카 타워 일일 코스,https://experiences.myrealtrip.com/products/5735236,tour,tour_detail_confirmed,confirmed_scheduled_visit,true,공개 일정 또는 MCP 상세에서 고정 방문 코스로 직접 확인,"전체 일정 · 코스1 · 후쿠오카성터 & 마이즈루 공원: 후쿠오카성터 & 마이즈루 공원 ⛩️17세기 초 무장 구로다 요시타카와 그의 아들 나가마사가 7년에 걸쳐 축성한 후쿠오카성은 ‘마이즈루성’이라는 별칭으로도 불리며🏯, 에도 시대 큐슈 최대 규모의 번주 거성이었습니다. 현재 혼마루·니노마루 일대는 마이즈루 공원으로 정비되었으며, 48만㎡에 달하는 성터는 국가 사적으로 지정되었습니다. 공원 내에는 다몬 야구라, 시오미 야구라, 시모노하시 고몬 등 중요문화재가 다수 남아 있으며📜, 오텐슈다이(大天守臺)는 무료 전망대로 후쿠오카 시가지와 하카타만을 조망하기에 좋습니다🌃. 매년 봄이면 해자와 석벽을 따라 약 1,000그루의 소메이요시노 벚꽃이 만개하며🌸, 3월 하순부터 4월 상순까지 ‘후쿠오카성 벚꽃 축제’가 열려 밤에는 환상적인 라이트업이 펼쳐집니다✨. 또한 나라·헤이안 시대 국제 교류사를 전하는 고로칸(鴻臚館) 유적 전시관도 무료로 관람할 수 있습니다🏛️. 2월 매화, 6월 수국, 11월 은행나무 물결까지🍁, 사계절 자연과 역사가 어우러진 산책길이 방문객을 맞"
official-fukuoka-guide-26906,구시다신사,3841906,"[당일] 눈과 입이 즐거운 식도락의 도시, 후쿠오카 시티투어 (비디오 가이드) #1+1",https://experiences.myrealtrip.com/products/3841906,tour,tour_detail_confirmed,confirmed_scheduled_visit,true,공개 일정 또는 MCP 상세에서 고정 방문 코스로 직접 확인,"전체 일정 · 코스1 · 구시다 신사의 본당: 구시다 신사의 본당 신에게 참배하는 장소입니다. 하지만, 우리는 참배를 하지 않는 게 좋겠죠~? 지붕에 신들의 모습을 재밌게 표현한 조각들과 영천학의 우물까지 살펴보겠습니다."
official-fukuoka-guide-26920,스미요시신사,3841906,"[당일] 눈과 입이 즐거운 식도락의 도시, 후쿠오카 시티투어 (비디오 가이드) #1+1",https://experiences.myrealtrip.com/products/3841906,tour,tour_detail_confirmed,confirmed_scheduled_visit,true,공개 일정 또는 MCP 상세에서 고정 방문 코스로 직접 확인,"전체 일정 · 코스1 · 스미요시 신사(住吉神社): 투어 소개 및 코스 안내: 스미요시 신사(住吉神社): 투어 소개 및 코스 안내 인천 국제 공항 기준으로 1시간 30분 정도면 갈 수 있는 도시, 후쿠오카! 그래서 한국인들이 즐겨 찾는 도시죠. 아울러 먹거리, 쇼핑, 편리한 교통 등 여행하기 너무나 좋은 곳입니다. 후쿠오카의 매력을 파헤치러 가보시죠! 그리고 일본 이야기할 때, 빼놓을 수 없는 것이 '신사'인데요. 하지만 '신사는 나쁘다'라고 생각하시는 분들이 있으실 겁니다. 어떤 신사가 괜찮은지, 이 스미요시 신사는 어떤 곳인지 설명해 드리겠습니다."
official-fukuoka-guide-26970,노코노시마 섬,3885537,<후쿠오카/유후인/벳푸> VIP프라이빗 맞춤 투어 [여행자보증보험가입업체],https://experiences.myrealtrip.com/products/3885537,tour,tour_detail_confirmed,confirmed_scheduled_visit,true,공개 일정 또는 MCP 상세에서 고정 방문 코스로 직접 확인,전체 일정 · 코스1 · 후쿠오카출발 노코노시마 이토시마 코스: 후쿠오카출발 노코노시마 이토시마 코스 8:30 출발 → 9:00 메이노하마선착장 9:15 메이노하마선착장 → 9:25 노코노시마선착장 9:45 노코노시마선착장 전용버스 탑승 → 9:55 노코노시마 13:00 노코노시마선착장 → 13:10 메이노하마선착장 13:20 메이노하마선착장 → 14:00 팜비치가든 14:40 팜비치가든→ 14:45 후타미가우라 15:25 후타미가우라→ 15:40 사쿠라이신사 16:10 사쿠라이신사→16:20 런던버스 에리어 17:00 마타이치노시오→ 17:45
official-fukuoka-guide-26983,오호리 공원 일본정원,4435009,후쿠오카 1일투어［오호리공원 일본정원&♡고야이섬♡(아이노시마 相島)&다자이후텐만구］,https://experiences.myrealtrip.com/products/4435009,tour,tour_detail_confirmed,confirmed_scheduled_visit,true,공개 일정 또는 MCP 상세에서 고정 방문 코스로 직접 확인,상품 4435009: <h2>후쿠오카 대표적인 일본정원 그리고 냥집사 필견!! 세계적인 고양이의 낙원 과 &nbsp;학문 문화 예술 신 다자이후텐만구［오호리공원 일본정원 ♡고야이섬♡(아이노시마 相島)&...
