anchor_id,city_id,city_name,country_code,anchor_name,anchor_name_local,anchor_name_en,anchor_type,official_source_type,source_dataset,source_record_id,source_url,description,category,address,lat,lng,start_date,end_date,price_text,evidence_text,confidence,review_status,match_ready,notes
official-seed-jp-tokyo-渋谷スクランブル交差点,jp-tokyo,도쿄,JP,渋谷スクランブル交差点,渋谷スクランブル交差点,Shibuya Scramble Crossing,place,tourism_seed,multicity_tourism_seed_assets,12,https://www.gotokyo.org/,official/DMO seed for first-pass city comparison,area,,,,,,,渋谷スクランブル交差点 / 시부야 스크램블 교차로 / https://www.gotokyo.org/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 시부야 스크램블 교차로
official-seed-jp-tokyo-明治神宮,jp-tokyo,도쿄,JP,明治神宮,明治神宮,Meiji Jingu Shrine,place,tourism_seed,multicity_tourism_seed_assets,13,https://www.gotokyo.org/,official/DMO seed for first-pass city comparison,shrine,,,,,,,明治神宮 / 메이지 신궁 / https://www.gotokyo.org/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 메이지 신궁
official-seed-jp-tokyo-上野公園,jp-tokyo,도쿄,JP,上野公園,上野公園,Ueno Park,place,tourism_seed,multicity_tourism_seed_assets,14,https://www.gotokyo.org/,official/DMO seed for first-pass city comparison,park,,,,,,,上野公園 / 우에노 공원 / https://www.gotokyo.org/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 우에노 공원
official-seed-jp-tokyo-チ-ムラボプラネッツ-TOKYO,jp-tokyo,도쿄,JP,チームラボプラネッツ TOKYO,チームラボプラネッツ TOKYO,teamLab Planets TOKYO,place,tourism_seed,multicity_tourism_seed_assets,15,https://www.gotokyo.org/,official/DMO seed for first-pass city comparison,museum,,,,,,,チームラボプラネッツ TOKYO / 팀랩 플래닛 도쿄 / https://www.gotokyo.org/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 팀랩 플래닛 도쿄
official-seed-jp-tokyo-豊洲市場,jp-tokyo,도쿄,JP,豊洲市場,豊洲市場,Toyosu Market,place,tourism_seed,multicity_tourism_seed_assets,16,https://www.gotokyo.org/,official/DMO seed for first-pass city comparison,market,,,,,,,豊洲市場 / 도요스 시장 / https://www.gotokyo.org/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 도요스 시장
official-seed-jp-kyoto-清水寺,jp-kyoto,교토,JP,清水寺,清水寺,Kiyomizu-dera Temple,place,tourism_seed,multicity_tourism_seed_assets,17,https://kyoto.travel/,official/DMO seed for first-pass city comparison,temple,,,,,,,清水寺 / 기요미즈데라 / https://kyoto.travel/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 기요미즈데라
official-seed-jp-kyoto-伏見稲荷大社,jp-kyoto,교토,JP,伏見稲荷大社,伏見稲荷大社,Fushimi Inari Taisha Shrine,place,tourism_seed,multicity_tourism_seed_assets,18,https://kyoto.travel/,official/DMO seed for first-pass city comparison,shrine,,,,,,,伏見稲荷大社 / 후시미 이나리 신사 / https://kyoto.travel/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 후시미 이나리 신사
official-seed-jp-kyoto-金閣寺,jp-kyoto,교토,JP,金閣寺,金閣寺,Kinkaku-ji Temple,place,tourism_seed,multicity_tourism_seed_assets,19,https://kyoto.travel/,official/DMO seed for first-pass city comparison,temple,,,,,,,金閣寺 / 금각사 / https://kyoto.travel/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 금각사
official-seed-jp-kyoto-嵐山,jp-kyoto,교토,JP,嵐山,嵐山,Arashiyama,place,tourism_seed,multicity_tourism_seed_assets,20,https://kyoto.travel/,official/DMO seed for first-pass city comparison,area,,,,,,,嵐山 / 아라시야마 / https://kyoto.travel/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 아라시야마
official-seed-jp-kyoto-二条城,jp-kyoto,교토,JP,二条城,二条城,Nijo Castle,place,tourism_seed,multicity_tourism_seed_assets,21,https://kyoto.travel/,official/DMO seed for first-pass city comparison,castle,,,,,,,二条城 / 니조성 / https://kyoto.travel/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 니조성
official-seed-jp-kyoto-祇園,jp-kyoto,교토,JP,祇園,祇園,Gion,place,tourism_seed,multicity_tourism_seed_assets,22,https://kyoto.travel/,official/DMO seed for first-pass city comparison,area,,,,,,,祇園 / 기온 / https://kyoto.travel/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 기온
official-seed-jp-kyoto-京都御苑,jp-kyoto,교토,JP,京都御苑,京都御苑,Kyoto Gyoen National Garden,place,tourism_seed,multicity_tourism_seed_assets,23,https://kyoto.travel/,official/DMO seed for first-pass city comparison,garden,,,,,,,京都御苑 / 교토 교엔 / https://kyoto.travel/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 교토 교엔
official-seed-jp-kyoto-錦市場,jp-kyoto,교토,JP,錦市場,錦市場,Nishiki Market,place,tourism_seed,multicity_tourism_seed_assets,24,https://kyoto.travel/,official/DMO seed for first-pass city comparison,market,,,,,,,錦市場 / 니시키 시장 / https://kyoto.travel/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 니시키 시장
official-seed-kr-seoul-경복궁,kr-seoul,서울,KR,경복궁,경복궁,Gyeongbokgung Palace,place,tourism_seed,multicity_tourism_seed_assets,25,https://korean.visitseoul.net/,official/DMO seed for first-pass city comparison,palace,,,,,,,경복궁 / 경복궁 / https://korean.visitseoul.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 경복궁
official-seed-kr-seoul-N서울타워,kr-seoul,서울,KR,N서울타워,N서울타워,N Seoul Tower,place,tourism_seed,multicity_tourism_seed_assets,26,https://korean.visitseoul.net/,official/DMO seed for first-pass city comparison,tower,,,,,,,N서울타워 / N서울타워 / https://korean.visitseoul.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: N서울타워
official-seed-kr-seoul-북촌한옥마을,kr-seoul,서울,KR,북촌한옥마을,북촌한옥마을,Bukchon Hanok Village,place,tourism_seed,multicity_tourism_seed_assets,27,https://korean.visitseoul.net/,official/DMO seed for first-pass city comparison,area,,,,,,,북촌한옥마을 / 북촌한옥마을 / https://korean.visitseoul.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 북촌한옥마을
official-seed-kr-seoul-창덕궁,kr-seoul,서울,KR,창덕궁,창덕궁,Changdeokgung Palace,place,tourism_seed,multicity_tourism_seed_assets,28,https://korean.visitseoul.net/,official/DMO seed for first-pass city comparison,palace,,,,,,,창덕궁 / 창덕궁 / https://korean.visitseoul.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 창덕궁
official-seed-kr-seoul-동대문디자인플라자,kr-seoul,서울,KR,동대문디자인플라자,동대문디자인플라자,Dongdaemun Design Plaza,place,tourism_seed,multicity_tourism_seed_assets,29,https://korean.visitseoul.net/,official/DMO seed for first-pass city comparison,landmark,,,,,,,동대문디자인플라자 / 동대문디자인플라자 / https://korean.visitseoul.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 동대문디자인플라자
official-seed-kr-seoul-남대문시장,kr-seoul,서울,KR,남대문시장,남대문시장,Namdaemun Market,place,tourism_seed,multicity_tourism_seed_assets,30,https://korean.visitseoul.net/,official/DMO seed for first-pass city comparison,market,,,,,,,남대문시장 / 남대문시장 / https://korean.visitseoul.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 남대문시장
official-seed-kr-seoul-한강공원,kr-seoul,서울,KR,한강공원,한강공원,Hangang Park,place,tourism_seed,multicity_tourism_seed_assets,31,https://korean.visitseoul.net/,official/DMO seed for first-pass city comparison,park,,,,,,,한강공원 / 한강공원 / https://korean.visitseoul.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 한강공원
official-seed-kr-seoul-롯데월드,kr-seoul,서울,KR,롯데월드,롯데월드,Lotte World,place,tourism_seed,multicity_tourism_seed_assets,32,https://korean.visitseoul.net/,official/DMO seed for first-pass city comparison,theme_park,,,,,,,롯데월드 / 롯데월드 / https://korean.visitseoul.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 롯데월드
official-seed-kr-busan-해운대해수욕장,kr-busan,부산,KR,해운대해수욕장,해운대해수욕장,Haeundae Beach,place,tourism_seed,multicity_tourism_seed_assets,33,https://www.visitbusan.net/,official/DMO seed for first-pass city comparison,beach,,,,,,,해운대해수욕장 / 해운대해수욕장 / https://www.visitbusan.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 해운대해수욕장
official-seed-kr-busan-감천문화마을,kr-busan,부산,KR,감천문화마을,감천문화마을,Gamcheon Culture Village,place,tourism_seed,multicity_tourism_seed_assets,34,https://www.visitbusan.net/,official/DMO seed for first-pass city comparison,area,,,,,,,감천문화마을 / 감천문화마을 / https://www.visitbusan.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 감천문화마을
official-seed-kr-busan-광안리해수욕장,kr-busan,부산,KR,광안리해수욕장,광안리해수욕장,Gwangalli Beach,place,tourism_seed,multicity_tourism_seed_assets,35,https://www.visitbusan.net/,official/DMO seed for first-pass city comparison,beach,,,,,,,광안리해수욕장 / 광안리해수욕장 / https://www.visitbusan.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 광안리해수욕장
official-seed-kr-busan-자갈치시장,kr-busan,부산,KR,자갈치시장,자갈치시장,Jagalchi Market,place,tourism_seed,multicity_tourism_seed_assets,36,https://www.visitbusan.net/,official/DMO seed for first-pass city comparison,market,,,,,,,자갈치시장 / 자갈치시장 / https://www.visitbusan.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 자갈치시장
official-seed-kr-busan-태종대,kr-busan,부산,KR,태종대,태종대,Taejongdae,place,tourism_seed,multicity_tourism_seed_assets,37,https://www.visitbusan.net/,official/DMO seed for first-pass city comparison,park,,,,,,,태종대 / 태종대 / https://www.visitbusan.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 태종대
official-seed-kr-busan-해동용궁사,kr-busan,부산,KR,해동용궁사,해동용궁사,Haedong Yonggungsa Temple,place,tourism_seed,multicity_tourism_seed_assets,38,https://www.visitbusan.net/,official/DMO seed for first-pass city comparison,temple,,,,,,,해동용궁사 / 해동용궁사 / https://www.visitbusan.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 해동용궁사
official-seed-kr-busan-부산타워,kr-busan,부산,KR,부산타워,부산타워,Busan Tower,place,tourism_seed,multicity_tourism_seed_assets,39,https://www.visitbusan.net/,official/DMO seed for first-pass city comparison,tower,,,,,,,부산타워 / 부산타워 / https://www.visitbusan.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 부산타워
official-seed-kr-busan-송도해상케이블카,kr-busan,부산,KR,송도해상케이블카,송도해상케이블카,Songdo Marine Cable Car,place,tourism_seed,multicity_tourism_seed_assets,40,https://www.visitbusan.net/,official/DMO seed for first-pass city comparison,activity,,,,,,,송도해상케이블카 / 송도해상케이블카 / https://www.visitbusan.net/,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 송도해상케이블카
official-seed-kr-yeosu-여수해상케이블카,kr-yeosu,여수,KR,여수해상케이블카,여수해상케이블카,Yeosu Maritime Cable Car,place,tourism_seed,multicity_tourism_seed_assets,41,https://www.yeosu.go.kr/tour,official city tourism seed for first-pass city comparison,activity,,,,,,,여수해상케이블카 / 여수해상케이블카 / https://www.yeosu.go.kr/tour,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 여수해상케이블카
official-seed-kr-yeosu-오동도,kr-yeosu,여수,KR,오동도,오동도,Odongdo Island,place,tourism_seed,multicity_tourism_seed_assets,42,https://www.yeosu.go.kr/tour,official city tourism seed for first-pass city comparison,island,,,,,,,오동도 / 오동도 / https://www.yeosu.go.kr/tour,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 오동도
official-seed-kr-yeosu-향일암,kr-yeosu,여수,KR,향일암,향일암,Hyangiram Hermitage,place,tourism_seed,multicity_tourism_seed_assets,43,https://www.yeosu.go.kr/tour,official city tourism seed for first-pass city comparison,temple,,,,,,,향일암 / 향일암 / https://www.yeosu.go.kr/tour,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 향일암
official-seed-kr-yeosu-여수밤바다,kr-yeosu,여수,KR,여수밤바다,여수밤바다,Yeosu Night Sea,place,tourism_seed,multicity_tourism_seed_assets,44,https://www.yeosu.go.kr/tour,official city tourism seed for first-pass city comparison,area,,,,,,,여수밤바다 / 여수밤바다 / https://www.yeosu.go.kr/tour,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 여수밤바다
official-seed-kr-yeosu-아쿠아플라넷-여수,kr-yeosu,여수,KR,아쿠아플라넷 여수,아쿠아플라넷 여수,Aqua Planet Yeosu,place,tourism_seed,multicity_tourism_seed_assets,45,https://www.yeosu.go.kr/tour,official city tourism seed for first-pass city comparison,aquarium,,,,,,,아쿠아플라넷 여수 / 아쿠아플라넷 여수 / https://www.yeosu.go.kr/tour,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 아쿠아플라넷 여수
official-seed-kr-yeosu-이순신광장,kr-yeosu,여수,KR,이순신광장,이순신광장,Yi Sun-sin Square,place,tourism_seed,multicity_tourism_seed_assets,46,https://www.yeosu.go.kr/tour,official city tourism seed for first-pass city comparison,landmark,,,,,,,이순신광장 / 이순신광장 / https://www.yeosu.go.kr/tour,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 이순신광장
official-seed-kr-yeosu-돌산공원,kr-yeosu,여수,KR,돌산공원,돌산공원,Dolsan Park,place,tourism_seed,multicity_tourism_seed_assets,47,https://www.yeosu.go.kr/tour,official city tourism seed for first-pass city comparison,park,,,,,,,돌산공원 / 돌산공원 / https://www.yeosu.go.kr/tour,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 돌산공원
official-seed-kr-yeosu-금오도-비렁길,kr-yeosu,여수,KR,금오도 비렁길,금오도 비렁길,Geumodo Bireong-gil,place,tourism_seed,multicity_tourism_seed_assets,48,https://www.yeosu.go.kr/tour,official city tourism seed for first-pass city comparison,trail,,,,,,,금오도 비렁길 / 금오도 비렁길 / https://www.yeosu.go.kr/tour,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 금오도 비렁길
official-seed-kr-daejeon-엑스포과학공원,kr-daejeon,대전,KR,엑스포과학공원,엑스포과학공원,Expo Science Park,place,tourism_seed,multicity_tourism_seed_assets,49,https://www.daejeon.go.kr/tou/index.do,official city tourism seed for first-pass city comparison,park,,,,,,,엑스포과학공원 / 엑스포과학공원 / https://www.daejeon.go.kr/tou/index.do,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 엑스포과학공원
official-seed-kr-daejeon-한밭수목원,kr-daejeon,대전,KR,한밭수목원,한밭수목원,Hanbat Arboretum,place,tourism_seed,multicity_tourism_seed_assets,50,https://www.daejeon.go.kr/tou/index.do,official city tourism seed for first-pass city comparison,park,,,,,,,한밭수목원 / 한밭수목원 / https://www.daejeon.go.kr/tou/index.do,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 한밭수목원
official-seed-kr-daejeon-대전오월드,kr-daejeon,대전,KR,대전오월드,대전오월드,Daejeon O-World,place,tourism_seed,multicity_tourism_seed_assets,51,https://www.daejeon.go.kr/tou/index.do,official city tourism seed for first-pass city comparison,theme_park,,,,,,,대전오월드 / 대전오월드 / https://www.daejeon.go.kr/tou/index.do,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 대전오월드
official-seed-kr-daejeon-유성온천,kr-daejeon,대전,KR,유성온천,유성온천,Yuseong Hot Springs,place,tourism_seed,multicity_tourism_seed_assets,52,https://www.daejeon.go.kr/tou/index.do,official city tourism seed for first-pass city comparison,hot_spring,,,,,,,유성온천 / 유성온천 / https://www.daejeon.go.kr/tou/index.do,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 유성온천
official-seed-kr-daejeon-계족산-황톳길,kr-daejeon,대전,KR,계족산 황톳길,계족산 황톳길,Gyejoksan Red Clay Trail,place,tourism_seed,multicity_tourism_seed_assets,53,https://www.daejeon.go.kr/tou/index.do,official city tourism seed for first-pass city comparison,trail,,,,,,,계족산 황톳길 / 계족산 황톳길 / https://www.daejeon.go.kr/tou/index.do,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 계족산 황톳길
official-seed-kr-daejeon-장태산자연휴양림,kr-daejeon,대전,KR,장태산자연휴양림,장태산자연휴양림,Jangtaesan Recreational Forest,place,tourism_seed,multicity_tourism_seed_assets,54,https://www.daejeon.go.kr/tou/index.do,official city tourism seed for first-pass city comparison,forest,,,,,,,장태산자연휴양림 / 장태산자연휴양림 / https://www.daejeon.go.kr/tou/index.do,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 장태산자연휴양림
official-seed-kr-daejeon-대청호오백리길,kr-daejeon,대전,KR,대청호오백리길,대청호오백리길,Daecheongho Obaengni-gil,place,tourism_seed,multicity_tourism_seed_assets,55,https://www.daejeon.go.kr/tou/index.do,official city tourism seed for first-pass city comparison,trail,,,,,,,대청호오백리길 / 대청호오백리길 / https://www.daejeon.go.kr/tou/index.do,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 대청호오백리길
official-seed-kr-daejeon-국립중앙과학관,kr-daejeon,대전,KR,국립중앙과학관,국립중앙과학관,National Science Museum,place,tourism_seed,multicity_tourism_seed_assets,56,https://www.daejeon.go.kr/tou/index.do,official city tourism seed for first-pass city comparison,museum,,,,,,,국립중앙과학관 / 국립중앙과학관 / https://www.daejeon.go.kr/tou/index.do,0.82,seed_for_first_pass,true,First-pass multi-city tourism seed. Korean display name: 국립중앙과학관
