anchor_id,city_id,city_name,anchor_name,anchor_type,official_source_type,product_id,product_title,product_url,product_category,product_category_value,match_type,match_score,evidence_level,evidence_policy,evidence_text
official-kyoto-facility-0000003703,jp-kyoto,교토,北野天満宮,place,tourism_facility,5869442,"교토 관광 “OKOSHI” 버스 - 라이트업 교토의 단풍 키타노텐만구 오도이 단풍과 마이코와의 저녁, 쇼잔 정원",https://experiences.myrealtrip.com/products/5869442,투어,tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",키타노텐만구
official-kyoto-facility-0000009505,jp-kyoto,교토,慈照寺（銀閣寺）,place,tourism_facility,3417854,[인디고트래블] 오사카 교토 일일 버스투어 여행 후시미이나리 아라시야마 은각사 청수사,https://experiences.myrealtrip.com/products/3417854,근교투어,suburb_tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",은각사
official-kyoto-facility-0000000237,jp-kyoto,교토,三千院,place,tourism_facility,5869427,교토 교외 상설 코스 - 오하라 산젠인과 세계유산 비에이산 엔료쿠지,https://experiences.myrealtrip.com/products/5869427,투어,tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",산젠인
official-kyoto-facility-0000000048,jp-kyoto,교토,先斗町,place,tourism_facility,5905493,[교토] 기온 게이샤 지구 야간 워킹 투어 + 폰토초 골목 탐방,https://experiences.myrealtrip.com/products/5905493,투어,tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",폰토초
official-kyoto-facility-0000003469,jp-kyoto,교토,清水寺,place,tourism_facility,5025655,"[한국어]교토 & 나라 1일 투어 |기요미즈데라, 후시미이나리 신사, 나라 사슴 공원",https://experiences.myrealtrip.com/products/5025655,투어,tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",기요미즈데라
official-kyoto-facility-0000003469,jp-kyoto,교토,清水寺,place,tourism_facility,4566549,"[교토역 출발, 하차가능] 오사카 버스투어 아라시야마 금각사 청수사 니코니코 일일 투어",https://experiences.myrealtrip.com/products/4566549,투어,tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",청수사
official-kyoto-facility-0000003469,jp-kyoto,교토,清水寺,place,tourism_facility,3887576,"교토 요코쿠지 사원 및 아라시야마 투어(요코쿠지 사원, 아라시야마 및 기요미즈데라 사원)",https://experiences.myrealtrip.com/products/3887576,투어,tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",기요미즈데라
official-kyoto-facility-0000003469,jp-kyoto,교토,清水寺,place,tourism_facility,3425896,"[여행 한 그릇] 사진 촬영 포함, 아라시야마, 금각사, 여우신사, 청수사 교토 버스 투어",https://experiences.myrealtrip.com/products/3425896,근교투어,suburb_tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",청수사
official-kyoto-facility-0000003469,jp-kyoto,교토,清水寺,place,tourism_facility,3417854,[인디고트래블] 오사카 교토 일일 버스투어 여행 후시미이나리 아라시야마 은각사 청수사,https://experiences.myrealtrip.com/products/3417854,근교투어,suburb_tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",청수사
official-kyoto-facility-0000003469,jp-kyoto,교토,清水寺,place,tourism_facility,3154184,오사카 출발 교토 1일 버스투어 프로사진 촬영 아라시야마 금각사 청수사 후시미이나리 유투어,https://experiences.myrealtrip.com/products/3154184,근교투어,suburb_tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",청수사
official-kyoto-facility-0000003469,jp-kyoto,교토,清水寺,place,tourism_facility,3424751,"1인출발-교토버스투어 (후시미이나리,청수사,금각사,아리시야마)교토역 &오사카 우메다 승하차",https://experiences.myrealtrip.com/products/3424751,근교투어,suburb_tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",청수사
official-kyoto-facility-0000003469,jp-kyoto,교토,清水寺,place,tourism_facility,3425897,"[여행 한 그릇] 갖가지 혜택 포함, 아라시야마, 금각사, 여우신사, 청수사 버스 투어",https://experiences.myrealtrip.com/products/3425897,근교투어,suburb_tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",청수사
official-kyoto-facility-0000003714,jp-kyoto,교토,祇園,place,tourism_facility,5905274,[교토] 기온 게이샤 야간 워킹 투어 — 최대 10명 소규모 그룹,https://experiences.myrealtrip.com/products/5905274,투어,tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",기온
official-kyoto-facility-0000003714,jp-kyoto,교토,祇園,place,tourism_facility,5808677,(당일 사용) 교토 기온 거리~ 야간 가이세키 미식투어 (10코스 저녁식사와 야경 감상),https://experiences.myrealtrip.com/products/5808677,투어,tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",기온
official-kyoto-facility-0000003714,jp-kyoto,교토,祇園,place,tourism_facility,5905493,[교토] 기온 게이샤 지구 야간 워킹 투어 + 폰토초 골목 탐방,https://experiences.myrealtrip.com/products/5905493,투어,tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",기온
official-kyoto-facility-0000003714,jp-kyoto,교토,祇園,place,tourism_facility,3134324,"일본 오사카 출발 나라 우지 교토 기온거리 버스 투어 여행, 그리고 무료 사진 촬영",https://experiences.myrealtrip.com/products/3134324,근교투어,suburb_tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",기온
official-kyoto-facility-0000000323,jp-kyoto,교토,伏見稲荷大社,place,tourism_facility,5025655,"[한국어]교토 & 나라 1일 투어 |기요미즈데라, 후시미이나리 신사, 나라 사슴 공원",https://experiences.myrealtrip.com/products/5025655,투어,tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",후시미 이나리 신사
official-kyoto-facility-0000000323,jp-kyoto,교토,伏見稲荷大社,place,tourism_facility,5905319,[교토] 후시미 이나리 + 킨카쿠지 + 대나무 숲 :: 세계유산 7곳 종일 버스 투어,https://experiences.myrealtrip.com/products/5905319,투어,tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",후시미이나리
official-kyoto-facility-0000000323,jp-kyoto,교토,伏見稲荷大社,place,tourism_facility,3417854,[인디고트래블] 오사카 교토 일일 버스투어 여행 후시미이나리 아라시야마 은각사 청수사,https://experiences.myrealtrip.com/products/3417854,근교투어,suburb_tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",후시미이나리
official-kyoto-facility-0000000323,jp-kyoto,교토,伏見稲荷大社,place,tourism_facility,3154184,오사카 출발 교토 1일 버스투어 프로사진 촬영 아라시야마 금각사 청수사 후시미이나리 유투어,https://experiences.myrealtrip.com/products/3154184,근교투어,suburb_tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",후시미이나리
official-kyoto-facility-0000000323,jp-kyoto,교토,伏見稲荷大社,place,tourism_facility,3424751,"1인출발-교토버스투어 (후시미이나리,청수사,금각사,아리시야마)교토역 &오사카 우메다 승하차",https://experiences.myrealtrip.com/products/3424751,근교투어,suburb_tour,title_alias,1.0,tour_title_needs_detail,"투어 상품은 제목 매칭만으로 방문 확정하지 않고, 상세 일정/포함사항의 긍정 근거 확인이 필요하다.",후시미이나리
official-hiroshima-facility-33,jp-hiroshima,히로시마,おりづるタワー,place,tourism_facility,6082904,히로시마 오리즈루 타워 전망대 입장권 (종이학 투입 체험 포함),https://experiences.myrealtrip.com/products/6082904,입장권,ticket,title_alias,1.0,ticket_product_confirmed,입장권은 상품 자체가 해당 시설 이용권이므로 제목/상품명 매칭을 강한 근거로 본다.,오리즈루 타워
official-hiroshima-facility-33,jp-hiroshima,히로시마,おりづるタワー,place,tourism_facility,5869281,히로시마 오리즈루 타워 입장권,https://experiences.myrealtrip.com/products/5869281,입장권,ticket,title_alias,1.0,ticket_product_confirmed,입장권은 상품 자체가 해당 시설 이용권이므로 제목/상품명 매칭을 강한 근거로 본다.,오리즈루 타워
official-fukuoka-guide-26792,jp-fukuoka,후쿠오카,キャナルシティ博多,place,tourism_facility,3841906,"[당일] 눈과 입이 즐거운 식도락의 도시, 후쿠오카 시티투어 (비디오 가이드) #1+1",https://experiences.myrealtrip.com/products/3841906,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,"전체 일정 · 코스1 · 캐널시티 하카타: 캐널시티 하카타 '스타필드', '타임스퀘어', '아이파크몰'과 같은 복합 쇼핑몰입니다. 다양한 패션 소품 상점부터 음식점, 카페, 영화관 등이 있죠. 또한, 이곳에서는 분수 쇼도 있어서 볼거리와 즐길 거리가 가득합니다."
official-fukuoka-guide-26792,jp-fukuoka,후쿠오카,キャナルシティ博多,place,tourism_facility,4159277,[유후인/벳푸/후쿠오카 프라이빗] 일본 큐슈 2일 프라이빗 투어 (FUK-2020),https://experiences.myrealtrip.com/products/4159277,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,"전체 일정 · 코스1 · ◆ 캐널 시티 히카타: ◆ 캐널 시티 히카타 캐널시티 하카타는 단순한 쇼핑몰이 아니라 '도시속의 하나의 도시' '즐거움이 교차하는 미래도시형 공간'을 컨셉으로 15만평의 부지위에 만든 미래도시 입니다. 6개 대형건물이 마치 하나의 쇼핑몰을 이루듯 모여있고, 그 사이를 길이 180m의 인공운하가 구불구불 흐르면서 역동적인 공간을 연출하고 있습니다."
official-fukuoka-guide-26792,jp-fukuoka,후쿠오카,キャナルシティ博多,place,tourism_facility,4159287,[후쿠오카/유후인/벳푸/구마모토 프라이빗] 일본 큐슈 3일 알찬 투어 (FUK-2030),https://experiences.myrealtrip.com/products/4159287,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,"전체 일정 · 코스1 · ◆ 캐널 시티 히카타: ◆ 캐널 시티 히카타 캐널시티 하카타는 단순한 쇼핑몰이 아니라 '도시속의 하나의 도시' '즐거움이 교차하는 미래도시형 공간'을 컨셉으로 15만평의 부지위에 만든 미래도시 입니다. 6개 대형건물이 마치 하나의 쇼핑몰을 이루듯 모여있고, 그 사이를 길이 180m의 인공운하가 구불구불 흐르면서 역동적인 공간을 연출하고 있습니다."
official-fukuoka-guide-26798,jp-fukuoka,후쿠오카,福岡タワー,place,tourism_facility,3520869,1DAY 드라이빙 맞춤여행 투어! 후쿠오카 시내 근교지역을 자유롭게 맞춤투어 / 로컬투어,https://experiences.myrealtrip.com/products/3520869,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,"전체 일정 · 코스1 · 후쿠오카 타워 / 시사이드 모모치 해변: 후쿠오카 타워 / 시사이드 모모치 해변 일본 최고의 높이를 자랑하는 후쿠오카의 랜드마크인 후쿠오카 타워가 있는 시사이드 모모치 해변공원은 주위에 자연과 어우러진 산책로와 페이페이 돔과 마리존, 마크이즈 쇼핑몰이 위치해 있어 후쿠오카시의 인기 데이트 장소이기도 합니다"
official-fukuoka-guide-26798,jp-fukuoka,후쿠오카,福岡タワー,place,tourism_facility,3521464,후쿠오카 시내 지역을 쉽고! 짧고! 굵게! 확실하게! 반나절동안 차량으로 드라이빙 투어,https://experiences.myrealtrip.com/products/3521464,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,"전체 일정 · 코스1 · 01) 가이드 추천 옵션 선택 ➜ 후쿠오카 타워 (모모치 해변) + 마리노아시티 후쿠오카 아울렛 쇼핑몰: 01) 가이드 추천 옵션 선택 ➜ 후쿠오카 타워 (모모치 해변) + 마리노아시티 후쿠오카 아울렛 쇼핑몰 < 후쿠오카타워 (모모치해변) + 마리노아시티 후쿠오카 쇼핑몰 > 심플한 코스로 부담없는 소요시간과 합리적인 비용으로 후쿠오카의 랜드마크인 일본에서 3번째로 높은 후쿠오카 타워와 송림숲이 길다란 해변가로 뻗어있는 모모치 해변 공원, 후쿠오카 아울렛 매장이 있는 마리노아시티 후쿠오카를 프라이빗 차량으로 둘러 보실수 있도록 구성된 심플한 코스입니다."
official-fukuoka-guide-26798,jp-fukuoka,후쿠오카,福岡タワー,place,tourism_facility,3841906,"[당일] 눈과 입이 즐거운 식도락의 도시, 후쿠오카 시티투어 (비디오 가이드) #1+1",https://experiences.myrealtrip.com/products/3841906,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,전체 일정 · 코스1 · 후쿠오카 타워: 후쿠오카 타워 후쿠오카의 대표 랜드마크죠! 계절이나 기념일마다 다른 테마를 가지는 일루미네이션과 후쿠오카의 전망을 360도 파노라마로 볼 수 있는 곳입니다. 아름다운 뷰를 자랑하는 이곳에서 투어를 마무리 해볼게요.
official-fukuoka-guide-26798,jp-fukuoka,후쿠오카,福岡タワー,place,tourism_facility,4298416,"처음 후쿠오카를 방문하시는 분들을 위한 투어: 음식, 문화 그리고 역사 (B-0085)",https://experiences.myrealtrip.com/products/4298416,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,전체 일정 · 코스1 · 14:30 후쿠오카 타워: 14:30 후쿠오카 타워
official-fukuoka-guide-26798,jp-fukuoka,후쿠오카,福岡タワー,place,tourism_facility,4614363,후쿠오카 출발: 이토시마 1일투어[영어 가이드],https://experiences.myrealtrip.com/products/4614363,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,"전체 일정 · 코스1 · 16:40 ▼후쿠오카 타워 & 해변 공원(자유 시간, 입장료 별도): 16:40 ▼후쿠오카 타워 & 해변 공원(자유 시간, 입장료 별도)"
official-fukuoka-guide-26799,jp-fukuoka,후쿠오카,海の中道海浜公園,place,tourism_facility,4157435,[후쿠오카/프라이빗] 일본 후쿠오카 근교 1일 프라이빗 투어 (FUK-1011),https://experiences.myrealtrip.com/products/4157435,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,"전체 일정 · 코스1 · ◆ 우미노나카미치 해변 공원: ◆ 우미노나카미치 해변 공원 후쿠오카와 시카노시마를 연결하는 해상공원으로 후쿠오카 도심에서 매우 가까운 거리의 대형 리조트 지역입니다, 세계 제5위의 대형 공원공원을 목표로 조성한 공원인 만큼 면적 약 450ha의 규모가 광대합니다. 공원 안에는 자연의 멋을 그대로 살린 광장과 못, 대관람차, 동물의 숲, 들생의 숲, 수족관 마린월드, 수영장등 다양한 오락시설이 흩어져 있습니다. ☞ 이용 시간: 9:30 ~ 16:30(3-10월), 9:30 ~ 16:00(11-2월) 이용 요금: ￥410(어른), ￥80(초,중학생)"
official-fukuoka-guide-26799,jp-fukuoka,후쿠오카,海の中道海浜公園,place,tourism_facility,4159277,[유후인/벳푸/후쿠오카 프라이빗] 일본 큐슈 2일 프라이빗 투어 (FUK-2020),https://experiences.myrealtrip.com/products/4159277,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,"전체 일정 · 코스1 · ◆ 우미노나카미치 해변 공원: ◆ 우미노나카미치 해변 공원 후쿠오카와 시카노시마를 연결하는 해상공원으로 후쿠오카 도심에서 매우 가까운 거리의 대형 리조트 지역입니다, 세계 제5위의 대형 공원공원을 목표로 조성한 공원인 만큼 면적 약 450ha의 규모가 광대합니다. 공원 안에는 자연의 멋을 그대로 살린 광장과 못, 대관람차, 동물의 숲, 들생의 숲, 수족관 마린월드, 수영장등 다양한 오락시설이 흩어져 있습니다. ☞ 이용 시간: 9:30 ~ 16:30(3-10월), 9:30 ~ 16:00(11-2월) 이용 요금: ￥410(어른), ￥80(초,중학생)"
official-fukuoka-guide-26799,jp-fukuoka,후쿠오카,海の中道海浜公園,place,tourism_facility,4159287,[후쿠오카/유후인/벳푸/구마모토 프라이빗] 일본 큐슈 3일 알찬 투어 (FUK-2030),https://experiences.myrealtrip.com/products/4159287,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,"전체 일정 · 코스1 · ◆ 우미노나카미치 해변 공원: ◆ 우미노나카미치 해변 공원 후쿠오카와 시카노시마를 연결하는 해상공원으로 후쿠오카 도심에서 매우 가까운 거리의 대형 리조트 지역입니다, 세계 제5위의 대형 공원공원을 목표로 조성한 공원인 만큼 면적 약 450ha의 규모가 광대합니다. 공원 안에는 자연의 멋을 그대로 살린 광장과 못, 대관람차, 동물의 숲, 들생의 숲, 수족관 마린월드, 수영장등 다양한 오락시설이 흩어져 있습니다. ☞ 이용 시간: 9:30 ~ 16:30(3-10월), 9:30 ~ 16:00(11-2월) 이용 요금: ￥410(어른), ￥80(초,중학생)"
official-fukuoka-guide-26800,jp-fukuoka,후쿠오카,マリンワールド海の中道,place,tourism_facility,4157435,[후쿠오카/프라이빗] 일본 후쿠오카 근교 1일 프라이빗 투어 (FUK-1011),https://experiences.myrealtrip.com/products/4157435,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,"전체 일정 · 코스1 · ◆ 마린월드 우미노마카마치: ◆ 마린월드 우미노마카마치 1989년 4월 국영 우미노나카미치 해변공원의 문화 리조트 지역에 개관한 수족관으로 규슈에서 가장 큰 규모를 자랑 합니다, 아열대 수족, 온대걔 수족, 아한대 수족을 해류의 흐름에 따라 남에서 북으로 차례대로 전시 합니다. 특리 골고래와 물개의 쇼, 깜짝 놀랄정도로 큰 상어가 있는 파노라마 수조에서 진행되는 수중연기쇼, 고래와 해달 등 볼거리가 많아 아이들이 가장 좋아 합니다. ☞ 이용 시간: 9:30 ~ 17:30, 9:30 ~ 21:00(하계"
official-fukuoka-guide-26800,jp-fukuoka,후쿠오카,マリンワールド海の中道,place,tourism_facility,4159277,[유후인/벳푸/후쿠오카 프라이빗] 일본 큐슈 2일 프라이빗 투어 (FUK-2020),https://experiences.myrealtrip.com/products/4159277,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,"전체 일정 · 코스1 · ◆ (옵션) 마린월드: ◆ (옵션) 마린월드 1989년 4월 국영 우미노나카미치 해변공원의 문화 리조트 지역에 개관한 수족관으로 규슈에서 가장 큰 규모를 자랑 합니다, 아열대 수족, 온대걔 수족, 아한대 수족을 해류의 흐름에 따라 남에서 북으로 차례대로 전시 합니다."
official-fukuoka-guide-26800,jp-fukuoka,후쿠오카,マリンワールド海の中道,place,tourism_facility,4159287,[후쿠오카/유후인/벳푸/구마모토 프라이빗] 일본 큐슈 3일 알찬 투어 (FUK-2030),https://experiences.myrealtrip.com/products/4159287,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,"전체 일정 · 코스1 · ◆ (옵션)마린월드: ◆ (옵션)마린월드 1989년 4월 국영 우미노나카미치 해변공원의 문화 리조트 지역에 개관한 수족관으로 규슈에서 가장 큰 규모를 자랑 합니다, 아열대 수족, 온대걔 수족, 아한대 수족을 해류의 흐름에 따라 남에서 북으로 차례대로 전시 합니다. 특히 골고래와 물개의 쇼, 깜짝 놀랄정도로 큰 상어가 있는 파노라마 수조에서 진행되는 수중연기쇼, 고래와 해달 등 볼거리가 많아 아이들이 가장 좋아 합니다. ☞ 이용 시간: 9:30 ~ 17:30, 9:30 ~ 21:00(하계), 10:00"
official-fukuoka-guide-26825,jp-fukuoka,후쿠오카,大濠公園,place,tourism_facility,3509074,[큐슈] 2박3일 관광 온천 맛집 프라이빗 투어!,https://experiences.myrealtrip.com/products/3509074,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,전체 일정 · 코스1 · [첫째날] 오호리공원 관광: [첫째날] 오호리공원 관광 후쿠오카성의 영주였던 쿠로다 나가마사가 후쿠오카 성을 축성할 당시 성을 보호할 목적으로 성벽 둘레에 판 구덩이 (오호리)라 하여 그 이름이 유래가 되어 지금의 오호리공원의 이름이 지어지게 되었습니다~ 1929년개장을 시작한 오호리 공원은 일본에서 손꼽히는 물의 공원으로 여름에는 불꽃놀이가 가장 볼만한 곳이며 시민 휴식터로서 널리 사랑받고 있는 곳입니다~
official-fukuoka-guide-26825,jp-fukuoka,후쿠오카,大濠公園,place,tourism_facility,3841906,"[당일] 눈과 입이 즐거운 식도락의 도시, 후쿠오카 시티투어 (비디오 가이드) #1+1",https://experiences.myrealtrip.com/products/3841906,투어,tour,verified_detail,1.0,tour_detail_confirmed,투어 상세 일정·소개·포함사항에서 실제 장소 방문을 직접 확인했다.,"전체 일정 · 코스1 · 오호리 공원(大濠公園): 오호리 공원(大濠公園) 도심 속 오아시스 같은 한적한 공원이죠. 잔잔하고 큰 호수와 걷기 좋은 산책로를 걷다 보면, 여유를 느낄 수 있는 곳입니다. 공원의 규모가 커서 여행 일정을 고려하여 방문 여부를 결정해 주세요."
